Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=Ceiling R-13	Option=Ceiling R-19	Option=Ceiling R-30	Option=Ceiling R-38
CR09	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.680000	0.000000	0.320000	0.000000	0.000000
CR03	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.540000	0.000000	0.460000	0.000000	0.000000
CR04	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.920000	0.000000	0.080000	0.000000	0.000000
CR05	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.910000	0.000000	0.090000	0.000000	0.000000
CR06	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.300000	0.000000	0.700000	0.000000	0.000000
CR07	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.510000	0.000000	0.490000	0.000000	0.000000
CR08	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.410000	0.000000	0.590000	0.000000	0.000000
CR09	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.710000	0.000000	0.290000	0.000000	0.000000
CR10	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.470000	0.000000	0.530000	0.000000	0.000000
CR11	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.300000	0.000000	0.700000	0.000000	0.000000
CR02	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.450000	0.400000	0.150000	0.000000	0.000000
CR03	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.050000	0.350000	0.600000	0.000000	0.000000
CR04	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.650000	0.230000	0.120000	0.000000	0.000000
CR05	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.390000	0.400000	0.210000	0.000000	0.000000
CR06	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.030000	0.050000	0.920000	0.000000	0.000000
CR07	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.240000	0.080000	0.680000	0.000000	0.000000
CR08	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.420000	0.110000	0.470000	0.000000	0.000000
CR09	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.110000	0.530000	0.360000	0.000000	0.000000
CR10	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.000000	0.390000	0.610000	0.000000	0.000000
CR11	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.040000	0.100000	0.860000	0.000000	0.000000
CR02	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.390000	0.440000	0.170000	0.000000	0.000000
CR03	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.130000	0.320000	0.550000	0.000000	0.000000
CR04	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.560000	0.290000	0.150000	0.000000	0.000000
CR05	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.500000	0.330000	0.170000	0.000000	0.000000
CR06	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.200000	0.040000	0.760000	0.000000	0.000000
CR07	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.310000	0.070000	0.620000	0.000000	0.000000
CR08	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.480000	0.100000	0.420000	0.000000	0.000000
CR09	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.140000	0.510000	0.350000	0.000000	0.000000
CR10	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.150000	0.330000	0.520000	0.000000	0.000000
CR11	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.160000	0.090000	0.750000	0.000000	0.000000
CR02	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.390000	0.440000	0.170000	0.000000	0.000000
CR03	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.130000	0.320000	0.550000	0.000000	0.000000
CR04	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.560000	0.290000	0.150000	0.000000	0.000000
CR05	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.500000	0.330000	0.170000	0.000000	0.000000
CR06	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.200000	0.040000	0.760000	0.000000	0.000000
CR07	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.310000	0.070000	0.620000	0.000000	0.000000
CR08	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.480000	0.100000	0.420000	0.000000	0.000000
CR09	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.140000	0.510000	0.350000	0.000000	0.000000
CR10	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.150000	0.330000	0.520000	0.000000	0.000000
CR11	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0.000000	0.160000	0.090000	0.750000	0.000000	0.000000
CR02	<1940	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	<1940	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	<1940	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	<1940	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	<1940	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	<1940	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	<1940	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	<1940	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	<1940	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	<1940	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1940s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1940s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1940s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1940s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1940s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1940s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1940s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1940s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1940s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1940s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1950s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1950s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1950s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1950s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1950s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1950s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1950s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1950s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1950s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1950s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1960s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1960s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1960s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1960s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1960s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1960s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1960s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1960s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1960s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1960s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1970s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1970s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1970s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1970s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1970s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1970s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1970s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1970s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1970s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1970s	Single-Family Attached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1980s	Single-Family Attached	Vented Crawlspace	0.000000	0.680000	0.000000	0.320000	0.000000	0.000000
CR03	1980s	Single-Family Attached	Vented Crawlspace	0.000000	0.540000	0.000000	0.460000	0.000000	0.000000
CR04	1980s	Single-Family Attached	Vented Crawlspace	0.000000	0.920000	0.000000	0.080000	0.000000	0.000000
CR05	1980s	Single-Family Attached	Vented Crawlspace	0.000000	0.910000	0.000000	0.090000	0.000000	0.000000
CR06	1980s	Single-Family Attached	Vented Crawlspace	0.000000	0.300000	0.000000	0.700000	0.000000	0.000000
CR07	1980s	Single-Family Attached	Vented Crawlspace	0.000000	0.510000	0.000000	0.490000	0.000000	0.000000
CR08	1980s	Single-Family Attached	Vented Crawlspace	0.000000	0.410000	0.000000	0.590000	0.000000	0.000000
CR09	1980s	Single-Family Attached	Vented Crawlspace	0.000000	0.710000	0.000000	0.290000	0.000000	0.000000
CR10	1980s	Single-Family Attached	Vented Crawlspace	0.000000	0.470000	0.000000	0.530000	0.000000	0.000000
CR11	1980s	Single-Family Attached	Vented Crawlspace	0.000000	0.300000	0.000000	0.700000	0.000000	0.000000
CR02	1990s	Single-Family Attached	Vented Crawlspace	0.000000	0.450000	0.400000	0.150000	0.000000	0.000000
CR03	1990s	Single-Family Attached	Vented Crawlspace	0.000000	0.050000	0.350000	0.600000	0.000000	0.000000
CR04	1990s	Single-Family Attached	Vented Crawlspace	0.000000	0.650000	0.230000	0.120000	0.000000	0.000000
CR05	1990s	Single-Family Attached	Vented Crawlspace	0.000000	0.390000	0.400000	0.210000	0.000000	0.000000
CR06	1990s	Single-Family Attached	Vented Crawlspace	0.000000	0.030000	0.050000	0.920000	0.000000	0.000000
CR07	1990s	Single-Family Attached	Vented Crawlspace	0.000000	0.240000	0.080000	0.680000	0.000000	0.000000
CR08	1990s	Single-Family Attached	Vented Crawlspace	0.000000	0.420000	0.110000	0.470000	0.000000	0.000000
CR09	1990s	Single-Family Attached	Vented Crawlspace	0.000000	0.110000	0.530000	0.360000	0.000000	0.000000
CR10	1990s	Single-Family Attached	Vented Crawlspace	0.000000	0.000000	0.390000	0.610000	0.000000	0.000000
CR11	1990s	Single-Family Attached	Vented Crawlspace	0.000000	0.040000	0.100000	0.860000	0.000000	0.000000
CR02	2000s	Single-Family Attached	Vented Crawlspace	0.000000	0.390000	0.440000	0.170000	0.000000	0.000000
CR03	2000s	Single-Family Attached	Vented Crawlspace	0.000000	0.130000	0.320000	0.550000	0.000000	0.000000
CR04	2000s	Single-Family Attached	Vented Crawlspace	0.000000	0.560000	0.290000	0.150000	0.000000	0.000000
CR05	2000s	Single-Family Attached	Vented Crawlspace	0.000000	0.500000	0.330000	0.170000	0.000000	0.000000
CR06	2000s	Single-Family Attached	Vented Crawlspace	0.000000	0.200000	0.040000	0.760000	0.000000	0.000000
CR07	2000s	Single-Family Attached	Vented Crawlspace	0.000000	0.310000	0.070000	0.620000	0.000000	0.000000
CR08	2000s	Single-Family Attached	Vented Crawlspace	0.000000	0.480000	0.100000	0.420000	0.000000	0.000000
CR09	2000s	Single-Family Attached	Vented Crawlspace	0.000000	0.140000	0.510000	0.350000	0.000000	0.000000
CR10	2000s	Single-Family Attached	Vented Crawlspace	0.000000	0.150000	0.330000	0.520000	0.000000	0.000000
CR11	2000s	Single-Family Attached	Vented Crawlspace	0.000000	0.160000	0.090000	0.750000	0.000000	0.000000
CR02	2010s	Single-Family Attached	Vented Crawlspace	0.000000	0.390000	0.440000	0.170000	0.000000	0.000000
CR03	2010s	Single-Family Attached	Vented Crawlspace	0.000000	0.130000	0.320000	0.550000	0.000000	0.000000
CR04	2010s	Single-Family Attached	Vented Crawlspace	0.000000	0.560000	0.290000	0.150000	0.000000	0.000000
CR05	2010s	Single-Family Attached	Vented Crawlspace	0.000000	0.500000	0.330000	0.170000	0.000000	0.000000
CR06	2010s	Single-Family Attached	Vented Crawlspace	0.000000	0.200000	0.040000	0.760000	0.000000	0.000000
CR07	2010s	Single-Family Attached	Vented Crawlspace	0.000000	0.310000	0.070000	0.620000	0.000000	0.000000
CR08	2010s	Single-Family Attached	Vented Crawlspace	0.000000	0.480000	0.100000	0.420000	0.000000	0.000000
CR09	2010s	Single-Family Attached	Vented Crawlspace	0.000000	0.140000	0.510000	0.350000	0.000000	0.000000
CR10	2010s	Single-Family Attached	Vented Crawlspace	0.000000	0.150000	0.330000	0.520000	0.000000	0.000000
CR11	2010s	Single-Family Attached	Vented Crawlspace	0.000000	0.160000	0.090000	0.750000	0.000000	0.000000
CR02	<1940	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	<1940	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	<1940	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	<1940	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	<1940	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	<1940	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	<1940	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	<1940	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	<1940	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	<1940	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1940s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1940s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1940s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1940s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1940s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1940s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1940s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1940s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1940s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1940s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1950s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1950s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1950s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1950s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1950s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1950s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1950s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1950s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1950s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1950s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1960s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1960s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1960s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1960s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1960s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1960s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1960s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1960s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1960s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1960s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1970s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR03	1970s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR04	1970s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR05	1970s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR06	1970s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR07	1970s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR08	1970s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1970s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1970s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR11	1970s	Single-Family Detached	Vented Crawlspace	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
CR02	1980s	Single-Family Detached	Vented Crawlspace	0.000000	0.680000	0.000000	0.320000	0.000000	0.000000
CR03	1980s	Single-Family Detached	Vented Crawlspace	0.000000	0.540000	0.000000	0.460000	0.000000	0.000000
CR04	1980s	Single-Family Detached	Vented Crawlspace	0.000000	0.920000	0.000000	0.080000	0.000000	0.000000
CR05	1980s	Single-Family Detached	Vented Crawlspace	0.000000	0.910000	0.000000	0.090000	0.000000	0.000000
CR06	1980s	Single-Family Detached	Vented Crawlspace	0.000000	0.300000	0.000000	0.700000	0.000000	0.000000
CR07	1980s	Single-Family Detached	Vented Crawlspace	0.000000	0.510000	0.000000	0.490000	0.000000	0.000000
CR08	1980s	Single-Family Detached	Vented Crawlspace	0.000000	0.410000	0.000000	0.590000	0.000000	0.000000
CR09	1980s	Single-Family Detached	Vented Crawlspace	0.000000	0.710000	0.000000	0.290000	0.000000	0.000000
CR10	1980s	Single-Family Detached	Vented Crawlspace	0.000000	0.470000	0.000000	0.530000	0.000000	0.000000
CR11	1980s	Single-Family Detached	Vented Crawlspace	0.000000	0.300000	0.000000	0.700000	0.000000	0.000000
CR02	1990s	Single-Family Detached	Vented Crawlspace	0.000000	0.450000	0.400000	0.150000	0.000000	0.000000
CR03	1990s	Single-Family Detached	Vented Crawlspace	0.000000	0.050000	0.350000	0.600000	0.000000	0.000000
CR04	1990s	Single-Family Detached	Vented Crawlspace	0.000000	0.650000	0.230000	0.120000	0.000000	0.000000
