Dependency=Geometry Wall Type	Dependency=State	Dependency=Vintage ACS	Option=Aluminum, Light	Option=Brick, Light	Option=Brick, Medium/Dark	Option=Fiber-Cement, Light	Option=None	Option=Shingle, Asbestos, Medium	Option=Shingle, Composition, Medium	Option=Stucco, Light	Option=Stucco, Medium/Dark	Option=Vinyl, Light	Option=Wood, Medium/Dark	source_count	source_weight	sampling_probability
Wood Frame	NC	1960-79	0.00166255	0	0.455623	2.84196e-05	0	0.00861113	0.00105152	0.0148492	0	0.178574	0.3396	70374	70374	0.00484682
Brick	NC	1980-99	0.000142523	0	0	0	0.99162	0.000285046	0	0.000741121	0	0.00467476	0.00253691	35082	35082	0.00118485
Concrete	NC	1980-99	0.00230521	0	0.105579	0.011065	0.420931	0	0	0.0447211	0	0.394652	0.0207469	2169	2169	0.000201602
Steel Frame	NC	1980-99	0.323363	0	0.0165034	0	0	0	0.00206292	0	0	0.613203	0.0448685	1939	1939	0.000195207
Void	NC	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NC	1980-99	0.000881093	0	0.235807	0	0	0.000913726	0.00106058	0.0322741	0	0.385168	0.343896	122575	122575	0.0102406
Brick	NC	2000-09	0	0	0	0	0.991813	0.000329365	0.000235261	0.00409354	0	0.00329365	0.000235261	21253	21253	0.000772179
Concrete	NC	2000-09	0.00269107	0	0.107104	0.00592034	0.361141	0.00107643	0	0.0279871	0	0.484392	0.00968784	1858	1858	9.94237e-05
Steel Frame	NC	2000-09	0.0559524	0	0.103571	0	0	0	0	0.00119048	0	0.830952	0.00833333	840	840	7.32718e-05
Void	NC	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NC	2000-09	0.000381697	0	0.250592	0	0	0.00134357	0.00282456	0.0579569	0	0.57653	0.110371	65497	65497	0.00544409
Brick	NC	2010s	0	0	0	0	0.987036	0	0.00119665	0.000398883	0	0.0101715	0.00119665	5014	5014	0.000205763
Concrete	NC	2010s	0.00294985	0	0.0648968	0.0117994	0.247788	0.00294985	0	0.0560472	0	0.60767	0.00589971	339	339	2.04601e-05
Steel Frame	NC	2010s	0.264463	0	0	0	0	0.00826446	0.00826446	0	0	0.68595	0.0330579	121	121	4.23211e-05
Void	NC	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NC	2010s	0.00217944	0	0.214857	0	0	0.00281511	0.0115329	0.0104432	0	0.605158	0.153015	11012	11012	0.00211883
Brick	NC	<1940	9.61631e-05	0	0	0	0.908453	0.0447158	0.000673142	0.00682758	0	0.03183	0.00740456	10399	10399	0.00026268
Concrete	NC	<1940	0.00187676	0	0.0178292	0.0506725	0.152643	0.00594307	0	0.0175164	0	0.749453	0.00406631	3197	3197	6.43257e-05
Steel Frame	NC	<1940	0.718367	0	0.15102	0	0	0	0	0	0	0.122449	0.00816327	245	245	3.08566e-05
Void	NC	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NC	<1940	0.0118401	0	0.0740003	0.000618912	0	0.0696948	0.00271783	0.0733007	0	0.362144	0.405683	37162	37162	0.00138731
Brick	ND	1940-59	0	0	0	0.233333	0.45	0.166667	0	0.0166667	0	0.116667	0.0166667	60	60	7.93389e-06
Concrete	ND	1940-59	0.00487277	0.00703844	0.152139	0.000541419	0.249053	0.010287	0.0194911	0.0687602	0	0.425014	0.0628045	1847	1847	1.57866e-07
Steel Frame	ND	1940-59	0.747899	0	0.0441176	0.00630252	0	0	0	0.00630252	0	0.102941	0.092437	476	476	1.87488e-06
Void	ND	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	ND	1940-59	0.233962	0	0.00943396	0.000943396	0	0.0207547	0.261321	0.0528302	0	0.166038	0.254717	1060	1060	0.000335676
Brick	ND	1960-79	0	0	0	0.0666667	0.933333	0	0	0	0	0	0	60	60	1.2575e-05
Concrete	ND	1960-79	0.00310238	0.029576	0.0967942	0.000206825	0.485212	0.00041365	0.0417787	0.0357808	0	0.261013	0.046122	4835	4835	2.9019e-07
Steel Frame	ND	1960-79	0.594164	0	0.123342	0.00265252	0	0	0.00928382	0.00530504	0	0.187003	0.0782493	754	754	8.81158e-06
Void	ND	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	ND	1960-79	0.150385	0.00121605	0.0158087	0.00648561	0	0.00648561	0.567086	0.00689096	0	0.117552	0.128091	2467	2467	0.00066002
Brick	ND	1980-99	0	0	0	0.145455	0.745455	0.0363636	0.0181818	0	0	0.0545455	0	55	55	5.42777e-06
Concrete	ND	1980-99	0.00146128	0.0150999	0.0679493	0	0.620312	0.000243546	0.0163176	0.0063322	0	0.240867	0.0314174	4106	4106	1.29903e-08
Steel Frame	ND	1980-99	0.448733	0.00241255	0.053076	0.00603136	0	0	0.00603136	0.0542823	0	0.386007	0.0434258	829	829	4.75515e-06
Void	ND	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	ND	1980-99	0.0952722	0.000716332	0.019341	0.0265043	0	0.00358166	0.479943	0.010745	0	0.204155	0.159742	1396	1396	0.000558616
Brick	ND	2000-09	0	0	0	0.386364	0.431818	0.0681818	0	0.0227273	0	0.0909091	0	44	44	3.32447e-06
Concrete	ND	2000-09	0.0010175	0.001628	0.0657306	0	0.60114	0	0.0010175	0.00569801	0	0.305861	0.017908	4914	4914	2.54562e-07
Steel Frame	ND	2000-09	0.503759	0.00250627	0.120301	0	0	0	0.00501253	0	0	0.348371	0.0200501	399	399	5.19436e-06
Void	ND	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	ND	2000-09	0.0967742	0	0.00733138	0.0351906	0	0	0.368035	0.0102639	0	0.453079	0.0293255	682	682	0.000298389
Brick	ND	2010s	0.00691824	0	0	0.00125786	0.933962	0	0.00440252	0.00503145	0	0.0301887	0.018239	1590	1590	5.86067e-06
Concrete	ND	2010s	0.00282805	0.00113122	0.0565611	0	0.480769	0	0.00226244	0.00226244	0	0.426471	0.0277149	1768	1768	5.04994e-08
Steel Frame	ND	2010s	0.688	0	0.032	0	0	0	0	0.008	0	0.2	0.072	125	125	9.85389e-06
Void	ND	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	ND	2010s	0.0331492	0	0.00552486	0.00245549	0	0.00122775	0.701657	0.00306937	0	0.243708	0.0092081	1629	1629	0.000361628
Brick	ND	<1940	0.00483092	0	0	0.183575	0.555556	0.111111	0	0	0	0.144928	0	207	207	3.29943e-05
Concrete	ND	<1940	0.00349556	0.00107556	0.0715246	0.00215112	0.520839	0.0118311	0.0107556	0.0427534	0.000268889	0.269696	0.065609	3719	3719	6.07994e-08
Steel Frame	ND	<1940	0.827035	0	0.0225291	0.00290698	0	0.00363372	0	0.00363372	0	0.0726744	0.0675872	1376	1376	5.04034e-06
Void	ND	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	ND	<1940	0.158633	0	0.0122699	0.00788782	0	0.0473269	0.234005	0.0701139	0	0.199825	0.269939	1141	1141	0.000309526
Brick	NE	1940-59	0.00092081	0	0	0	0.983732	0	0	0.0110497	0	0.0033763	0.00092081	3258	3258	8.9414e-05
Concrete	NE	1940-59	0	0	0.605263	0	0.210526	0	0	0	0	0.0263158	0.157895	76	76	8.80056e-06
Steel Frame	NE	1940-59	0.747899	0	0.0441176	0.00630252	0	0	0	0.00630252	0	0.102941	0.092437	476	476	8.45503e-06
Void	NE	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NE	1940-59	0.0151251	0	0.08076	0.00337349	0	3.70714e-05	1.85357e-05	0.043874	0	0.631233	0.225579	53950	53950	0.000760047
Brick	NE	1960-79	0.0305585	0	0	0	0.866526	0	0	0.000702494	0	0.100808	0.00140499	2847	2847	0.000126048
Concrete	NE	1960-79	0.0130719	0	0.124183	0	0.0980392	0	0	0	0	0.366013	0.398693	153	153	2.7113e-05
Steel Frame	NE	1960-79	0.671875	0	0	0	0	0	0	0	0	0.3125	0.015625	64	64	3.69007e-05
Void	NE	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NE	1960-79	0.0113351	0	0.0777756	0.000802283	0	0	1.14612e-05	0.0125385	0	0.508808	0.388729	87251	87251	0.00146731
Brick	NE	1980-99	0.0174419	0	0	0	0.940199	0	0	0.000830565	0	0.0332226	0.00830565	1204	1204	3.98116e-05
Concrete	NE	1980-99	0	0	0.1	0	0.288889	0	0	0	0	0.144444	0.466667	90	90	3.23818e-06
Steel Frame	NE	1980-99	0.530864	0	0	0.0123457	0	0	0	0.0246914	0	0.395062	0.037037	81	81	1.79153e-05
Void	NE	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NE	1980-99	0.00386031	0	0.0406728	0.000377817	0	0	6.57073e-05	0.00867337	0	0.477117	0.469233	60876	60876	0.00123472
Brick	NE	2000-09	0.00190114	0	0	0	0.963878	0	0	0.0095057	0	0.0095057	0.0152091	526	526	1.54081e-05
Concrete	NE	2000-09	0	0	0.210526	0	0.315789	0	0	0	0	0.105263	0.368421	19	19	1.34365e-06
Steel Frame	NE	2000-09	0	0	0	0	0	0	0	0	0	1	0	14	14	6.73747e-06
Void	NE	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NE	2000-09	0.00206361	0	0.017608	0.00179445	0	0	0	0.0075591	2.24306e-05	0.565363	0.40559	44582	44582	0.00067658
Brick	NE	2010s	0	0	0	0	0.986175	0	0	0.00230415	0	0.00230415	0.00921659	434	434	1.19517e-05
Concrete	NE	2010s	0.0232558	0	0.162791	0	0.116279	0	0	0	0	0.0232558	0.674419	43	43	3.48008e-07
Steel Frame	NE	2010s	0.688	0	0.032	0	0	0	0	0.008	0	0.2	0.072	125	125	4.7467e-06
Void	NE	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NE	2010s	0.00463632	0	0.0212675	0.00102084	0	0	4.25351e-05	0.00710336	0	0.486261	0.479668	23510	23510	0.000306147
Brick	NE	<1940	0	0	0	0	0.988424	0	0	0.00713872	0	0.00289408	0.00154351	5183	5183	0.000126106
Concrete	NE	<1940	0.0461538	0	0.584615	0	0.153846	0	0	0.0153846	0.0153846	0.0153846	0.169231	65	65	6.67773e-06
Steel Frame	NE	<1940	0.827035	0	0.0225291	0.00290698	0	0.00363372	0	0.00363372	0	0.0726744	0.0675872	1376	1376	1.18893e-05
Void	NE	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NE	<1940	0.0241159	0	0.023279	0.00489517	0	6.29893e-05	0	0.0741834	0	0.570881	0.302583	111130	111130	0.00113022
Brick	NH	1940-59	0	0	0	0.000132644	0.18464	0.0122032	0	0.00689747	0	0.525003	0.271123	7539	7539	2.00225e-06
Concrete	NH	1940-59	7.2015e-05	0	0.0663078	0.000360075	0.0380779	0.0101361	0	0.00381679	7.2015e-05	0.522487	0.358671	55544	55544	8.91686e-07
Steel Frame	NH	1940-59	0.0118443	0	0.0846024	0	0	0.0186125	0	0.0135364	0	0.509306	0.362098	1182	1182	3.1657e-06
Void	NH	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NH	1940-59	0.00126723	0	0.0169492	0.00205924	0	0.0288294	0	0	0	0.627594	0.323301	6313	6313	0.000484878
Brick	NH	1960-79	0	0	0	0	0.95	0	0	0	0	0	0.05	20	20	6.28156e-06
Concrete	NH	1960-79	0.000282389	0	0.077449	0.000148626	0.0543822	0.00270499	0	0.00264554	0.000208076	0.389058	0.473121	67283	67283	2.0978e-06
Steel Frame	NH	1960-79	0.0769231	0	0.0769231	0	0	0	0	0	0	0.615385	0.230769	13	13	1.25156e-05
Void	NH	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NH	1960-79	0.00336197	0	0.0363947	0.000320188	0	0.00192113	0	0	0	0.589146	0.368856	18739	18739	0.00107555
Brick	NH	1980-99	0	0	0	0	0.730769	0	0	0	0	0.153846	0.115385	26	26	4.31792e-06
Concrete	NH	1980-99	0.000193103	0	0.0400367	8.04596e-05	0.0408735	0.000514941	0	0.00349195	0.000112643	0.383245	0.531452	62143	62143	4.11804e-07
Steel Frame	NH	1980-99	0.107143	0	0.107143	0	0	0	0	0	0	0.25	0.535714	28	28	1.07459e-05
Void	NH	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NH	1980-99	0.000751174	0	0.0170892	0.000140845	0	0	0	0	9.38967e-05	0.521268	0.460657	21300	21300	0.00137541
Brick	NH	2000-09	0	0	0	0	0.153846	0	0	0	0	0.692308	0.153846	13	13	1.35113e-06
Concrete	NH	2000-09	0	0	0	0	0.2	0	0	0	0	0.5	0.3	10	10	6.62561e-07
Steel Frame	NH	2000-09	0.00969828	0	0.599138	0	0	0	0	0.0274784	0.000538793	0.272091	0.091056	1856	1856	4.4838e-06
Void	NH	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NH	2000-09	0.000424749	0	0.014583	0	0	0	0	0	0	0.864222	0.12077	7063	7063	0.000544662
Brick	NH	2010s	0.00284091	0	0	0.00284091	0.238636	0.00284091	0	0.00568182	0	0.431818	0.315341	352	352	1.59527e-08
Concrete	NH	2010s	0.000748503	0	0.010479	0.000187126	0.0450973	0.000748503	0	0.0241392	0.000561377	0.542665	0.375374	5344	5344	1.17319e-07
Steel Frame	NH	2010s	0.0246914	0	0.0987654	0	0	0.00308642	0	0.234568	0.00308642	0.462963	0.17284	324	324	2.74696e-06
Void	NH	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NH	2010s	0.000862813	0	0.00474547	0.000862813	0	0	0	0	0.000431406	0.915013	0.0780846	2318	2318	0.00016441
Brick	NH	<1940	0	0	0	0	0.780488	0	0	0	0	0.195122	0.0243902	41	41	6.58078e-06
Concrete	NH	<1940	0	0	0.5625	0	0.09375	0	0	0	0	0.21875	0.125	32	32	3.46803e-06
Steel Frame	NH	<1940	0	0	0.615385	0	0	0	0	0	0	0.230769	0.153846	13	13	1.63214e-05
Void	NH	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NH	<1940	0	0	0.0219689	0.00627684	0	0.0663198	0	0	0	0.527668	0.377767	12108	12108	0.000936481
Brick	NJ	1940-59	0	0	0	0	0.993767	0	0	0.000920045	0	0.00531252	0	33694	33694	0.0013406
Concrete	NJ	1940-59	0.00054093	0	0.00712225	0	0.949874	0	0	0.0307429	0	0.00991706	0.0018031	11092	11092	0.000261149
Steel Frame	NJ	1940-59	0.97683	0	0.0120482	0	0	0	0	0.00741427	0	0.00370714	0	1079	1079	0.000142353
Void	NJ	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NJ	1940-59	8.6403e-05	0	0.0636214	5.7602e-05	0	0.00132485	8.6403e-05	0.0940353	0	0.746724	0.0940641	34721	34721	0.00417095
Brick	NJ	1960-79	0	0	0	0	0.989917	0	0	0.00402561	0	0.00605759	0	26083	26083	0.00171482
Concrete	NJ	1960-79	0	0	0.00223183	0	0.988283	0	0	0.00502162	0	0.00446366	0	7169	7169	0.000308462
Steel Frame	NJ	1960-79	0.988636	0	0.00378788	0	0	0	0	0.00631313	0	0.00126263	0	792	792	0.000327058
Void	NJ	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NJ	1960-79	0.000215796	0	0.104014	0	0	0.00250324	4.31593e-05	0.0797151	0	0.68839	0.125119	23170	23170	0.00466359
Brick	NJ	1980-99	0	0	0	0	0.933541	0	0	0.0340708	0	0.0323042	8.41255e-05	11887	11887	0.00093943
Concrete	NJ	1980-99	0	0	0.00152939	0	0.995193	0.000218484	0	0.000655451	0	0.00240332	0	4577	4577	0.000145714
Steel Frame	NJ	1980-99	0.931567	0	0.0110375	0	0	0	0	0.0485651	0	0.00883002	0	453	453	0.000116538
Void	NJ	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NJ	1980-99	0	0	0.0519766	0	0	0.00139758	0.000133103	0.0358712	0	0.680154	0.230467	15026	15026	0.00452311
Brick	NJ	2000-09	0	0	0	0	0.973693	0	0	0.0171109	0	0.00919567	0	8591	8591	0.000472247
Concrete	NJ	2000-09	0	0	0	0	0.99348	0	0	0.000814996	0	0.00570497	0	1227	1227	7.29713e-05
Steel Frame	NJ	2000-09	0.746377	0	0.00724638	0	0	0	0	0.188406	0	0.057971	0	138	138	5.436e-05
Void	NJ	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NJ	2000-09	0.000193424	0	0.0943907	0	0	0.000580271	0.000580271	0.0371373	0	0.787621	0.0794971	5170	5170	0.00182235
Brick	NJ	2010s	0	0	0	0	0.992537	0	0	0.0010661	0	0.00639659	0	938	938	0.000191617
Concrete	NJ	2010s	0	0	0	0	0.981651	0	0	0.00917431	0	0.00917431	0	218	218	3.19166e-05
Steel Frame	NJ	2010s	0.964286	0	0	0	0	0	0	0.0357143	0	0	0	28	28	3.81537e-05
Void	NJ	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NJ	2010s	0.00206897	0	0.152414	0	0	0.00275862	0.00482759	0.0572414	0	0.731034	0.0496552	1450	1450	0.000639783
Brick	NJ	<1940	0	0	0	0	0.997606	0	0	0.000851666	0	0.00154264	0	62231	62231	0.00155771
Concrete	NJ	<1940	0	0	0.0107031	0	0.962127	0	0	0.0182776	0	0.00872715	0.000164663	6073	6073	8.83291e-05
Steel Frame	NJ	<1940	0.985569	0	0.00587921	0	0	0	0	0.0080171	0	0.000534474	0	1871	1871	0.000118252
Void	NJ	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NJ	<1940	0.000287356	0	0.142688	0	0	0.00440613	9.57854e-05	0.0504151	0	0.72666	0.075447	31320	31320	0.00318063
Brick	NM	1940-59	0	0	0	0	0.0228175	0	0	0.547619	0.428571	0.000330688	0.000661376	3024	3024	0.000273363
Concrete	NM	1940-59	0	0	0.00387898	0	0.650116	0	0	0.342126	0.00232739	0.000775795	0.000775795	1289	1289	0.000118989
Steel Frame	NM	1940-59	0	0	0	0	0	0.0833333	0	0.583333	0.0833333	0.25	0	12	12	1.41911e-05
Void	NM	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NM	1940-59	0.00128913	0	0.012523	0	0	0.0053407	0	0.867956	0.00994475	0.0537753	0.0491713	5430	5430	0.000524591
Brick	NM	1960-79	0	0	0	0	0.0482094	0	0	0.580579	0.36708	0.00206612	0.00206612	1452	1452	0.000139172
Concrete	NM	1960-79	0	0	0.0095498	0	0.336971	0	0	0.648022	0.00136426	0.00272851	0.00136426	733	733	9.42203e-05
Steel Frame	NM	1960-79	0.775	0	0	0	0	0	0	0.1	0.025	0.1	0	40	40	3.35089e-05
Void	NM	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NM	1960-79	0.00101602	0	0.0187573	7.81555e-05	0	0.000234467	0	0.878312	0.00296991	0.0450957	0.0535365	12795	12795	0.00160602
Brick	NM	1980-99	0	0	0	0	0.0322395	0	0	0.624064	0.342545	0	0.00115141	1737	1737	8.52313e-05
Concrete	NM	1980-99	0	0	0.0060241	0	0.518072	0	0	0.475904	0	0	0	498	498	2.58557e-05
Steel Frame	NM	1980-99	0.179104	0	0	0	0	0	0	0.798507	0	0.0223881	0	134	134	2.28106e-05
Void	NM	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NM	1980-99	0.000597109	0	0.00449403	3.14268e-05	0	3.14268e-05	0	0.908831	0.00097423	0.0264299	0.0586109	31820	31820	0.00227651
Brick	NM	2000-09	0	0	0	0	0.0354478	0	0	0.817164	0.145522	0	0.00186567	536	536	1.85171e-05
Concrete	NM	2000-09	0	0	0.00492611	0	0.344828	0	0	0.650246	0	0	0	203	203	6.9792e-06
Steel Frame	NM	2000-09	0.225	0	0	0	0	0	0	0.733333	0	0.0333333	0.00833333	120	120	8.90959e-06
Void	NM	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NM	2000-09	0.000586314	0	0.000502555	0	0	0	0	0.956236	0.000335036	0.0138621	0.0284781	23878	23878	0.00100355
Brick	NM	2010s	0	0	0	0	0.0645161	0	0	0.677419	0.258065	0	0	62	62	3.97556e-06
Concrete	NM	2010s	0	0	0.0769231	0	0.538462	0	0	0.384615	0	0	0	26	26	8.95741e-07
Steel Frame	NM	2010s	0.583333	0	0	0	0	0	0	0.25	0	0.0833333	0.0833333	12	12	3.39256e-06
Void	NM	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NM	2010s	0.000844595	0	0.000506757	0	0	0.000337838	0	0.984459	0	0.00743243	0.00641892	5920	5920	0.000288859
Brick	NM	<1940	0	0	0	0	0.0217391	0	0	0.540412	0.436455	0	0.00139353	3588	3588	0.00018718
Concrete	NM	<1940	0	0	0.00904977	0	0.276018	0	0	0.710407	0.00452489	0	0	221	221	1.1337e-05
Steel Frame	NM	<1940	0.878943	0	0.00767263	0	0	0	0	0.0332481	0.000852515	0.0673487	0.0119352	1173	1173	5.79476e-06
Void	NM	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NM	<1940	0.00105988	0	0.00953895	0	0	0.00105988	0	0.82088	0.0196078	0.0720721	0.0757817	1887	1887	9.55181e-05
Brick	NV	1940-59	0.00242718	0	0	0	0.604369	0	0	0.381068	0.00242718	0.00970874	0	412	412	2.17112e-05
Concrete	NV	1940-59	0	0	0.0125786	0	0.761006	0	0	0.113208	0	0.100629	0.0125786	159	159	3.56488e-06
Steel Frame	NV	1940-59	0.672	0	0.008	0	0	0	0	0.092	0	0.22	0.008	250	250	1.62364e-05
Void	NV	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NV	1940-59	0.00456461	0	0.0678985	0.135534	0	0.000219452	0.0338395	0.411254	0	0.297797	0.048894	22784	22784	0.000315931
Brick	NV	1960-79	0.167849	0	0	0	0.189716	0.000591017	0	0.637116	0	0.0035461	0.00118203	1692	1692	4.56287e-05
Concrete	NV	1960-79	0	0	0.0128205	0	0.846154	0.00641026	0	0.0769231	0	0.025641	0.0320513	156	156	4.45733e-06
Steel Frame	NV	1960-79	0.743719	0	0.00753769	0	0	0	0	0.0753769	0	0.140704	0.0326633	796	796	8.30462e-05
Void	NV	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NV	1960-79	0.00162822	0	0.0163373	0.0283328	0	8.27906e-05	0.111436	0.520771	0	0.281359	0.0400523	108708	108708	0.00157019
Brick	NV	1980-99	0.114754	0	0	0	0.538251	0	0	0.300546	0	0.0163934	0.0300546	366	366	5.14688e-06
Concrete	NV	1980-99	0	0	0.0229008	0	0.717557	0.00763359	0	0.0687023	0	0.0458015	0.137405	131	131	2.76075e-06
Steel Frame	NV	1980-99	0.708795	0	0.00153752	0	0	0	0	0.143911	0	0.047048	0.0987085	3252	3252	8.94264e-05
Void	NV	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NV	1980-99	0.00132441	0	0.00189982	0.000106081	0	7.07209e-05	0.0842157	0.845642	0	0.0426447	0.0240965	311082	311082	0.00371142
Brick	NV	2000-09	0.00140944	0	0	0	0.0620155	0	0	0.930937	0	0.000704722	0.00493305	1419	1419	1.74492e-05
Concrete	NV	2000-09	0.0188679	0	0.0188679	0	0.54717	0.0188679	0	0.264151	0	0.0566038	0.0754717	53	53	6.041e-07
Steel Frame	NV	2000-09	0.533981	0	0.000693481	0	0	0.000693481	0	0.396671	0	0.0138696	0.0540915	1442	1442	4.83363e-05
Void	NV	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	NV	2000-09	0.000422164	0	0.000329145	1.0733e-05	0	3.2199e-05	0.0343921	0.951068	0	0.00964896	0.00409643	279512	279512	0.0023871
Brick	NV	2010s	0.046729	0	0	0	0.271028	0	0	0.663551	0	0.00934579	0.00934579	107	107	1.6967e-06
Concrete	NV	2010s	0	0	0	0	0.52381	0.047619	0	0.333333	0	0	0.0952381	21	21	2.72642e-07
Steel Frame	NV	2010s	0.628692	0	0.00421941	0	0	0	0	0.160338	0	0.0421941	0.164557	237	237	1.23935e-05
