Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Floor Area	Dependency=Vintage	Option=1 ACH50	Option=2 ACH50	Option=3 ACH50	Option=4 ACH50	Option=5 ACH50	Option=6 ACH50	Option=7 ACH50	Option=8 ACH50	Option=10 ACH50	Option=15 ACH50	Option=20 ACH50	Option=25 ACH50	Option=30 ACH50	Option=40 ACH50	Option=50 ACH50	sampling_probability
5B	500-749	1940s	0	1.80741e-06	7.93333e-05	0.000691233	0.00271964	0.00680545	0.0128627	0.0201955	0.0629574	0.238595	0.235203	0.16815	0.105098	0.0976528	0.0489885	0.000118426
6A	500-749	1940s	0	1.68889e-06	7.39444e-05	0.000649444	0.00257574	0.00649223	0.0123493	0.0194988	0.0612391	0.235107	0.234751	0.169479	0.10677	0.100079	0.0509336	0.000260779
6B	500-749	1940s	0	1.36296e-06	6.25111e-05	0.000565044	0.00228961	0.00587023	0.0113244	0.0180958	0.0577245	0.227668	0.233487	0.172084	0.110245	0.105282	0.0552996	3.62795e-05
7A	500-749	1940s	0	1.68889e-06	7.39444e-05	0.000649444	0.00257574	0.00649223	0.0123493	0.0194988	0.0612391	0.235107	0.234751	0.169479	0.10677	0.100079	0.0509336	5.28515e-05
7AK	500-749	1940s	0	1.52593e-06	6.82278e-05	0.000607244	0.00243268	0.00618123	0.0118369	0.0187973	0.0594818	0.231387	0.234119	0.170781	0.108508	0.102681	0.0531166	2.63552e-06
7B	500-749	1940s	0	1.36296e-06	6.25111e-05	0.000565044	0.00228961	0.00587023	0.0113244	0.0180958	0.0577245	0.227668	0.233487	0.172084	0.110245	0.105282	0.0552996	3.18726e-06
8AK	500-749	1940s	0	1.52593e-06	6.82278e-05	0.000607244	0.00243268	0.00618123	0.0118369	0.0187973	0.0594818	0.231387	0.234119	0.170781	0.108508	0.102681	0.0531166	1.40902e-06
1A	750-999	1940s	0	0	1.21481e-06	1.98185e-05	0.000124781	0.000457322	0.0011904	0.00246003	0.0110435	0.079396	0.143991	0.164924	0.150933	0.215473	0.229986	0.000128507
2A	750-999	1940s	0	0	1.21481e-06	1.98185e-05	0.000124781	0.000457322	0.0011904	0.00246003	0.0110435	0.079396	0.143991	0.164924	0.150933	0.215473	0.229986	0.000532752
2B	750-999	1940s	0	3.74074e-06	0.000145226	0.00115606	0.00421837	0.00990982	0.017751	0.0266067	0.0780542	0.266167	0.23595	0.15546	0.0909637	0.0786078	0.0350068	5.61228e-05
3A	750-999	1940s	0	1.40741e-07	1.12778e-05	0.000132648	0.000657841	0.00198731	0.00439864	0.00790873	0.0294741	0.152611	0.203948	0.184411	0.139379	0.160047	0.115033	0.000793721
3B	750-999	1940s	0	3.74074e-06	0.000145226	0.00115606	0.00421837	0.00990982	0.017751	0.0266067	0.0780542	0.266167	0.23595	0.15546	0.0909637	0.0786078	0.0350068	0.000793648
3C	750-999	1940s	0	1.59259e-06	7.16889e-05	0.000635678	0.00253421	0.0064083	0.0122172	0.0193233	0.0608114	0.234228	0.234611	0.169792	0.107184	0.100703	0.051479	0.000200175
4A	750-999	1940s	0	4.81481e-08	5.64815e-06	7.29074e-05	0.000389467	0.00125184	0.00292104	0.00549777	0.0217818	0.125632	0.185894	0.181836	0.146453	0.180703	0.147562	0.00244477
4B	750-999	1940s	0	2.9e-06	0.000115885	0.000951315	0.00356861	0.00858681	0.0157031	0.023966	0.0719931	0.255803	0.236342	0.160729	0.0964826	0.0857547	0.0400015	5.96727e-05
4C	750-999	1940s	0	1.33333e-07	1.08889e-05	0.000127919	0.000636078	0.0019277	0.00428039	0.00771933	0.0288895	0.150712	0.202825	0.184366	0.13994	0.161475	0.117089	0.000178044
5A	750-999	1940s	0	8.11111e-07	4.14963e-05	0.000398985	0.00169889	0.00453714	0.00905915	0.0149112	0.0494536	0.208745	0.228905	0.177637	0.118645	0.118653	0.0673143	0.00257622
5B	750-999	1940s	0	2.9e-06	0.000115885	0.000951315	0.00356861	0.00858681	0.0157031	0.023966	0.0719931	0.255803	0.236342	0.160729	0.0964826	0.0857547	0.0400015	0.000206722
6A	750-999	1940s	0	2.67037e-06	0.00010837	0.000897237	0.00339179	0.00821675	0.015116	0.0231918	0.0701607	0.25245	0.236274	0.162291	0.0982033	0.088047	0.0416493	0.000518842
6B	750-999	1940s	0	2.12963e-06	9.12296e-05	0.000780811	0.00302169	0.00745301	0.0139117	0.0216058	0.066392	0.245368	0.235874	0.165402	0.101782	0.0929677	0.0453479	7.20092e-05
7A	750-999	1940s	0	2.67037e-06	0.00010837	0.000897237	0.00339179	0.00821675	0.015116	0.0231918	0.0701607	0.25245	0.236274	0.162291	0.0982033	0.088047	0.0416493	7.80863e-05
7AK	750-999	1940s	0	2.4e-06	9.98e-05	0.000839024	0.00320674	0.00783488	0.0145139	0.0223988	0.0682763	0.248909	0.236074	0.163846	0.0999927	0.0905074	0.0434986	3.5312e-06
7B	750-999	1940s	0	2.12963e-06	9.12296e-05	0.000780811	0.00302169	0.00745301	0.0139117	0.0216058	0.066392	0.245368	0.235874	0.165402	0.101782	0.0929677	0.0453479	5.35954e-06
8AK	750-999	1940s	0	2.4e-06	9.98e-05	0.000839024	0.00320674	0.00783488	0.0145139	0.0223988	0.0682763	0.248909	0.236074	0.163846	0.0999927	0.0905074	0.0434986	2.15324e-06
1A	0-499	1950s	0	0	3.81481e-07	7.69259e-06	5.41667e-05	0.000216978	0.000608489	0.00134061	0.00656259	0.0550231	0.114627	0.146218	0.14601	0.230547	0.298785	5.9358e-05
2A	0-499	1950s	0	0	3.81481e-07	7.69259e-06	5.41667e-05	0.000216978	0.000608489	0.00134061	0.00656259	0.0550231	0.114627	0.146218	0.14601	0.230547	0.298785	0.000176768
2B	0-499	1950s	0	1.41852e-06	6.42778e-05	0.00057613	0.0023233	0.00593815	0.0114308	0.0182368	0.0580687	0.228399	0.233642	0.171853	0.109908	0.104746	0.0548123	3.79039e-05
3A	0-499	1950s	0	3.33333e-08	4.21852e-06	5.71333e-05	0.000315459	0.00104091	0.00248174	0.0047567	0.0193017	0.116038	0.178416	0.179779	0.148324	0.188096	0.161388	0.000220801
3B	0-499	1950s	0	1.41852e-06	6.42778e-05	0.00057613	0.0023233	0.00593815	0.0114308	0.0182368	0.0580687	0.228399	0.233642	0.171853	0.109908	0.104746	0.0548123	0.000551987
3C	0-499	1950s	0	5.40741e-07	3.00852e-05	0.00030337	0.00134116	0.00369443	0.00757256	0.0127502	0.0435758	0.193904	0.22393	0.180863	0.124763	0.12933	0.0779414	0.000129556
4A	0-499	1950s	0	1.11111e-08	1.97037e-06	3.00741e-05	0.000180204	0.000634426	0.0015962	0.00320339	0.0138233	0.0926512	0.157595	0.171762	0.151009	0.205894	0.20162	0.000942696
4B	0-499	1950s	0	1.02593e-06	4.97222e-05	0.000464963	0.00193631	0.00507828	0.00998693	0.0162265	0.0529115	0.216887	0.231113	0.175444	0.115112	0.112865	0.061924	2.29702e-05
4C	0-499	1950s	0	2.96296e-08	3.9963e-06	5.47074e-05	0.000304122	0.00100804	0.00241176	0.00463594	0.0188844	0.114332	0.177005	0.179341	0.148628	0.189438	0.163953	8.46051e-05
5A	0-499	1950s	0	2.51852e-07	1.67185e-05	0.000184137	0.000871826	0.00253954	0.00545519	0.00956237	0.0344651	0.168307	0.212633	0.184056	0.134279	0.14819	0.0994408	0.000905769
5B	0-499	1950s	0	1.02593e-06	4.97222e-05	0.000464963	0.00193631	0.00507828	0.00998693	0.0162265	0.0529115	0.216887	0.231113	0.175444	0.115112	0.112865	0.061924	0.000101724
6A	0-499	1950s	0	9.48148e-07	4.6563e-05	0.000437374	0.00183278	0.00483709	0.00956877	0.0156308	0.0513449	0.213251	0.2302	0.176477	0.116703	0.115418	0.0642514	0.000208892
6B	0-499	1950s	0	7.59259e-07	3.89889e-05	0.000378196	0.00162106	0.00435359	0.00873536	0.0144412	0.0481813	0.205601	0.227948	0.178409	0.119979	0.120889	0.069423	1.82075e-05
7A	0-499	1950s	0	9.48148e-07	4.6563e-05	0.000437374	0.00183278	0.00483709	0.00956877	0.0156308	0.0513449	0.213251	0.2302	0.176477	0.116703	0.115418	0.0642514	2.98979e-05
7AK	0-499	1950s	0	8.53704e-07	4.27759e-05	0.000407785	0.00172692	0.00459534	0.00915206	0.015036	0.0497631	0.209426	0.229074	0.177443	0.118341	0.118154	0.0668372	4.44321e-06
7B	0-499	1950s	0	7.59259e-07	3.89889e-05	0.000378196	0.00162106	0.00435359	0.00873536	0.0144412	0.0481813	0.205601	0.227948	0.178409	0.119979	0.120889	0.069423	8.65663e-07
8AK	0-499	1950s	0	8.53704e-07	4.27759e-05	0.000407785	0.00172692	0.00459534	0.00915206	0.015036	0.0497631	0.209426	0.229074	0.177443	0.118341	0.118154	0.0668372	2.25046e-06
1A	1000-1499	1950s	0	1.48148e-08	2.29259e-06	3.38704e-05	0.0001995	0.000693707	0.00172832	0.00344037	0.0146867	0.0965792	0.16138	0.17345	0.150778	0.202948	0.194079	0.000584699
2A	1000-1499	1950s	0	1.48148e-08	2.29259e-06	3.38704e-05	0.0001995	0.000693707	0.00172832	0.00344037	0.0146867	0.0965792	0.16138	0.17345	0.150778	0.202948	0.194079	0.00266686
2B	1000-1499	1950s	0	6.52963e-06	0.000230381	0.00170631	0.0058669	0.0131149	0.0225205	0.0325433	0.0910147	0.285626	0.232581	0.143577	0.0797165	0.0650652	0.0264306	0.000413657
3A	1000-1499	1950s	0	3.22222e-07	2.02074e-05	0.000215322	0.000995844	0.00284867	0.00602951	0.0104385	0.0370181	0.175796	0.216278	0.183438	0.131644	0.14262	0.092658	0.00371023
3B	1000-1499	1950s	0	6.52963e-06	0.000230381	0.00170631	0.0058669	0.0131149	0.0225205	0.0325433	0.0910147	0.285626	0.232581	0.143577	0.0797165	0.0650652	0.0264306	0.00433778
3C	1000-1499	1950s	0	2.95185e-06	0.000117933	0.000966389	0.00361817	0.00869	0.0158651	0.0241764	0.0724779	0.256622	0.236295	0.160304	0.0960477	0.0851996	0.0396162	0.00107698
4A	1000-1499	1950s	0	1.22222e-07	9.87407e-06	0.000118296	0.000595715	0.0018222	0.00407558	0.0073938	0.027883	0.147368	0.200768	0.184238	0.140924	0.164032	0.120771	0.00725906
4B	1000-1499	1950s	0	5.04444e-06	0.000185407	0.00141807	0.00501097	0.011466	0.0200896	0.0295465	0.0845718	0.276393	0.234655	0.149563	0.0852029	0.0715113	0.0303804	0.000281747
4C	1000-1499	1950s	0	3e-07	1.91556e-05	0.00020633	0.00096097	0.00276329	0.00587305	0.0102024	0.036339	0.173842	0.215346	0.183608	0.132332	0.14407	0.0944372	0.000768898
5A	1000-1499	1950s	0	1.56296e-06	6.96111e-05	0.000617593	0.00246799	0.00625807	0.0119633	0.0189699	0.0599127	0.232303	0.234292	0.170478	0.108086	0.102031	0.0525501	0.00917943
5B	1000-1499	1950s	0	5.04444e-06	0.000185407	0.00141807	0.00501097	0.011466	0.0200896	0.0295465	0.0845718	0.276393	0.234655	0.149563	0.0852029	0.0715113	0.0303804	0.00094371
6A	1000-1499	1950s	0	4.54074e-06	0.000171274	0.00133122	0.00475768	0.0109805	0.0193722	0.0286559	0.0826256	0.273426	0.235113	0.151341	0.0869106	0.0735911	0.0317185	0.00176707
6B	1000-1499	1950s	0	3.9963e-06	0.000150278	0.00118175	0.00428487	0.0100286	0.0179198	0.0268128	0.0785043	0.266893	0.235884	0.155047	0.090545	0.0780803	0.0346637	0.000186873
7A	1000-1499	1950s	0	4.54074e-06	0.000171274	0.00133122	0.00475768	0.0109805	0.0193722	0.0286559	0.0826256	0.273426	0.235113	0.151341	0.0869106	0.0735911	0.0317185	0.000192509
7AK	1000-1499	1950s	0	4.26852e-06	0.000160776	0.00125649	0.00452127	0.0105045	0.018646	0.0277343	0.080565	0.27016	0.235499	0.153194	0.0887278	0.0758357	0.0331911	2.54205e-05
7B	1000-1499	1950s	0	3.9963e-06	0.000150278	0.00118175	0.00428487	0.0100286	0.0179198	0.0268128	0.0785043	0.266893	0.235884	0.155047	0.090545	0.0780803	0.0346637	1.00384e-05
8AK	1000-1499	1950s	0	4.26852e-06	0.000160776	0.00125649	0.00452127	0.0105045	0.018646	0.0277343	0.080565	0.27016	0.235499	0.153194	0.0887278	0.0758357	0.0331911	7.31216e-06
1A	1500-1999	1950s	0	5.18519e-08	5.72593e-06	7.35e-05	0.000391685	0.00125754	0.0029324	0.00551668	0.0218452	0.125881	0.186083	0.181877	0.146391	0.1805	0.147246	0.000358478
2A	1500-1999	1950s	0	5.18519e-08	5.72593e-06	7.35e-05	0.000391685	0.00125754	0.0029324	0.00551668	0.0218452	0.125881	0.186083	0.181877	0.146391	0.1805	0.147246	0.00160149
2B	1500-1999	1950s	0	1.44222e-05	0.000447711	0.00297718	0.00935619	0.0193992	0.0312507	0.0427362	0.111287	0.308854	0.221433	0.124007	0.0636435	0.0476958	0.0168969	0.000228505
3A	1500-1999	1950s	0	8.77778e-07	4.43185e-05	0.000421415	0.00177868	0.00471732	0.00936594	0.0153441	0.050588	0.211429	0.22967	0.176947	0.117492	0.116727	0.0654746	0.00219239
3B	1500-1999	1950s	0	1.44222e-05	0.000447711	0.00297718	0.00935619	0.0193992	0.0312507	0.0427362	0.111287	0.308854	0.221433	0.124007	0.0636435	0.0476958	0.0168969	0.00213115
3C	1500-1999	1950s	0	6.72222e-06	0.000236219	0.00174113	0.00596179	0.0132834	0.0227519	0.032812	0.0915531	0.286315	0.232373	0.143079	0.0792634	0.0645274	0.0260952	0.000547
4A	1500-1999	1950s	0	3.92593e-07	2.3263e-05	0.000242611	0.00110421	0.00311769	0.00652687	0.0111928	0.0391955	0.18202	0.2191	0.182712	0.129345	0.138018	0.0874028	0.00503255
4B	1500-1999	1950s	0	1.11185e-05	0.000361122	0.0024899	0.00806069	0.0171304	0.028178	0.0392346	0.104575	0.302093	0.225844	0.130596	0.0687817	0.0530094	0.0196346	0.000169334
4C	1500-1999	1950s	0	8.44444e-07	4.26037e-05	0.0004064	0.0017227	0.0045876	0.00914186	0.0150253	0.0497475	0.209432	0.229093	0.177448	0.11834	0.118155	0.0668561	0.000427413
5A	1500-1999	1950s	0	3.74815e-06	0.000143811	0.00114121	0.00416506	0.00979694	0.0175753	0.0263825	0.0775541	0.26538	0.236026	0.155883	0.0913904	0.0791565	0.0354014	0.00628191
5B	1500-1999	1950s	0	1.11185e-05	0.000361122	0.0024899	0.00806069	0.0171304	0.028178	0.0392346	0.104575	0.302093	0.225844	0.130596	0.0687817	0.0530094	0.0196346	0.000520479
6A	1500-1999	1950s	0	1.05148e-05	0.000340307	0.00236058	0.00769919	0.0164772	0.0272729	0.038183	0.102503	0.299805	0.227054	0.132606	0.0704025	0.054731	0.0205541	0.00116366
6B	1500-1999	1950s	0	8.91852e-06	0.000296089	0.00209765	0.00696713	0.0151451	0.0254087	0.0359951	0.0981291	0.294747	0.229426	0.136813	0.0738647	0.0584805	0.0226216	0.000195978
7A	1500-1999	1950s	0	1.05148e-05	0.000340307	0.00236058	0.00769919	0.0164772	0.0272729	0.038183	0.102503	0.299805	0.227054	0.132606	0.0704025	0.054731	0.0205541	0.000119615
7AK	1500-1999	1950s	0	9.71667e-06	0.000318198	0.00222912	0.00733316	0.0158112	0.0263408	0.0370891	0.100316	0.297276	0.22824	0.13471	0.0721336	0.0566057	0.0215879	1.70305e-05
7B	1500-1999	1950s	0	8.91852e-06	0.000296089	0.00209765	0.00696713	0.0151451	0.0254087	0.0359951	0.0981291	0.294747	0.229426	0.136813	0.0738647	0.0584805	0.0226216	1.19395e-05
8AK	1500-1999	1950s	0	9.71667e-06	0.000318198	0.00222912	0.00733316	0.0158112	0.0263408	0.0370891	0.100316	0.297276	0.22824	0.13471	0.0721336	0.0566057	0.0215879	4.96623e-06
1A	2000-2499	1950s	0	2e-07	1.36074e-05	0.000154207	0.000747096	0.00221823	0.00484287	0.00860876	0.031611	0.159502	0.207931	0.18441	0.13721	0.154812	0.107938	0.00017716
2A	2000-2499	1950s	0	2e-07	1.36074e-05	0.000154207	0.000747096	0.00221823	0.00484287	0.00860876	0.031611	0.159502	0.207931	0.18441	0.13721	0.154812	0.107938	0.0007911
2B	2000-2499	1950s	0	3.12889e-05	0.000849459	0.0050592	0.0145125	0.0278845	0.0421088	0.0544569	0.131961	0.323637	0.203553	0.103147	0.048841	0.0335728	0.0103843	0.000123254
3A	2000-2499	1950s	0	2.2e-06	9.4063e-05	0.000801989	0.00309187	0.00760065	0.014147	0.021918	0.0671411	0.246812	0.235992	0.16479	0.101059	0.0919599	0.0445906	0.00104369
3B	2000-2499	1950s	0	3.12889e-05	0.000849459	0.0050592	0.0145125	0.0278845	0.0421088	0.0544569	0.131961	0.323637	0.203553	0.103147	0.048841	0.0335728	0.0103843	0.00114681
3C	2000-2499	1950s	0	1.48148e-05	0.000459752	0.00304824	0.00954778	0.0197354	0.0317046	0.0432509	0.112263	0.309784	0.220745	0.12304	0.0629098	0.0469591	0.0165372	0.00034106
4A	2000-2499	1950s	0	1.04074e-06	5.09704e-05	0.000475937	0.00197719	0.00517275	0.0101498	0.0164578	0.053519	0.218305	0.231479	0.175042	0.114487	0.111861	0.061023	0.00248211
4B	2000-2499	1950s	0	2.39889e-05	0.000688267	0.00426924	0.0126393	0.0249096	0.038418	0.0505867	0.125432	0.319962	0.209896	0.109854	0.0533918	0.0377388	0.0121899	8.34928e-05
4C	2000-2499	1950s	0	2.08148e-06	8.99037e-05	0.000772393	0.00299625	0.00740249	0.0138342	0.0215059	0.0661597	0.244938	0.235843	0.165581	0.101996	0.0932746	0.0456045	0.000218999
5A	2000-2499	1950s	0	8.52222e-06	0.000287956	0.00205599	0.00685781	0.0149497	0.025135	0.0356712	0.0974702	0.293949	0.22977	0.137454	0.0743963	0.059056	0.0229377	0.00365195
5B	2000-2499	1950s	0	2.39889e-05	0.000688267	0.00426924	0.0126393	0.0249096	0.038418	0.0505867	0.125432	0.319962	0.209896	0.109854	0.0533918	0.0377388	0.0121899	0.000373585
6A	2000-2499	1950s	0	2.24815e-05	0.000648944	0.00405827	0.01211	0.0240362	0.0373034	0.0493907	0.123352	0.318596	0.211773	0.11195	0.0548492	0.0391048	0.0128053	0.000750611
6B	2000-2499	1950s	0	1.89741e-05	0.000566044	0.00362706	0.0110365	0.0222615	0.0350238	0.0469223	0.118981	0.315433	0.215531	0.116354	0.0579767	0.0420886	0.0141794	7.56677e-05
7A	2000-2499	1950s	0	2.24815e-05	0.000648944	0.00405827	0.01211	0.0240362	0.0373034	0.0493907	0.123352	0.318596	0.211773	0.11195	0.0548492	0.0391048	0.0128053	8.90117e-05
7AK	2000-2499	1950s	0	2.07278e-05	0.000607494	0.00384266	0.0115733	0.0231489	0.0361636	0.0481565	0.121167	0.317014	0.213652	0.114152	0.0564129	0.0405967	0.0134924	6.21175e-06
7B	2000-2499	1950s	0	1.89741e-05	0.000566044	0.00362706	0.0110365	0.0222615	0.0350238	0.0469223	0.118981	0.315433	0.215531	0.116354	0.0579767	0.0420886	0.0141794	4.43529e-06
8AK	2000-2499	1950s	0	2.07278e-05	0.000607494	0.00384266	0.0115733	0.0231489	0.0361636	0.0481565	0.121167	0.317014	0.213652	0.114152	0.0564129	0.0405967	0.0134924	1.92454e-06
1A	2500-2999	1950s	0	5.96296e-07	3.14741e-05	0.000312789	0.00137223	0.0037623	0.00768718	0.0129128	0.0440116	0.195018	0.224344	0.180658	0.124318	0.128511	0.0770609	7.67176e-05
2A	2500-2999	1950s	0	5.96296e-07	3.14741e-05	0.000312789	0.00137223	0.0037623	0.00768718	0.0129128	0.0440116	0.195018	0.224344	0.180658	0.124318	0.128511	0.0770609	0.000316157
2B	2500-2999	1950s	2.22222e-08	6.61963e-05	0.00155173	0.00826151	0.0216469	0.0385821	0.0546612	0.0668894	0.15099	0.327965	0.180936	0.0830091	0.0362939	0.0229263	0.00622109	2.68147e-05
3A	2500-2999	1950s	0	5.24444e-06	0.000192922	0.0014701	0.00517209	0.0117843	0.0205668	0.0301423	0.0858723	0.278329	0.234301	0.14837	0.0840813	0.0701695	0.0295435	0.000377092
3B	2500-2999	1950s	2.22222e-08	6.61963e-05	0.00155173	0.00826151	0.0216469	0.0385821	0.0546612	0.0668894	0.15099	0.327965	0.180936	0.0830091	0.0362939	0.0229263	0.00622109	0.000336792
3C	2500-2999	1950s	0	3.16074e-05	0.000862519	0.00513894	0.0147224	0.0282354	0.0425541	0.0549262	0.13274	0.323983	0.202748	0.102372	0.0483424	0.033138	0.0102061	0.000105822
4A	2500-2999	1950s	0	2.64815e-06	0.000108463	0.000901204	0.0034097	0.00825924	0.0151874	0.0232884	0.0703917	0.252859	0.236262	0.16209	0.0979947	0.0877806	0.0414643	0.00112874
4B	2500-2999	1950s	1.11111e-08	5.09148e-05	0.00127379	0.0070645	0.0190835	0.0348596	0.0504197	0.062812	0.145071	0.327719	0.188689	0.0894137	0.0401211	0.0260481	0.00737373	2.66611e-05
4C	2500-2999	1950s	0	5.06667e-06	0.000186278	0.00142492	0.00503377	0.0115129	0.0201617	0.0296377	0.0847725	0.276689	0.234596	0.149378	0.085032	0.0713105	0.0302595	7.70872e-05
5A	2500-2999	1950s	0	1.87481e-05	0.000553967	0.00355117	0.0108348	0.0219196	0.03458	0.0464389	0.118117	0.314752	0.216222	0.117214	0.058608	0.0427107	0.0144791	0.00117723
5B	2500-2999	1950s	1.11111e-08	5.09148e-05	0.00127379	0.0070645	0.0190835	0.0348596	0.0504197	0.062812	0.145071	0.327719	0.188689	0.0894137	0.0401211	0.0260481	0.00737373	0.000111834
6A	2500-2999	1950s	1.11111e-08	4.69185e-05	0.00119471	0.00671466	0.018325	0.0337464	0.0491354	0.0615578	0.14319	0.327411	0.19102	0.0914402	0.0413656	0.0270864	0.00776672	0.000330783
6B	2500-2999	1950s	7.40741e-09	4.02741e-05	0.00105176	0.00604707	0.0168236	0.0314856	0.0464764	0.0589195	0.139139	0.326429	0.195787	0.0957177	0.0440443	0.0293715	0.0086675	4.60905e-05
7A	2500-2999	1950s	1.11111e-08	4.69185e-05	0.00119471	0.00671466	0.018325	0.0337464	0.0491354	0.0615578	0.14319	0.327411	0.19102	0.0914402	0.0413656	0.0270864	0.00776672	4.34567e-05
7AK	2500-2999	1950s	9.25926e-09	4.35963e-05	0.00112324	0.00638086	0.0175743	0.032616	0.0478059	0.0602386	0.141164	0.32692	0.193403	0.093579	0.042705	0.028229	0.00821711	3.52938e-06
7B	2500-2999	1950s	7.40741e-09	4.02741e-05	0.00105176	0.00604707	0.0168236	0.0314856	0.0464764	0.0589195	0.139139	0.326429	0.195787	0.0957177	0.0440443	0.0293715	0.0086675	2.41614e-06
8AK	2500-2999	1950s	9.25926e-09	4.35963e-05	0.00112324	0.00638086	0.0175743	0.032616	0.0478059	0.0602386	0.141164	0.32692	0.193403	0.093579	0.042705	0.028229	0.00821711	1.64432e-06
1A	3000-3999	1950s	0	1.8963e-06	8.16222e-05	0.000705896	0.00276415	0.00689432	0.0129996	0.0203728	0.0633711	0.239349	0.235221	0.167795	0.104705	0.0971277	0.0486107	7.76944e-05
2A	3000-3999	1950s	0	1.8963e-06	8.16222e-05	0.000705896	0.00276415	0.00689432	0.0129996	0.0203728	0.0633711	0.239349	0.235221	0.167795	0.104705	0.0971277	0.0486107	0.000219839
2B	3000-3999	1950s	1.11111e-07	0.00016493	0.00316677	0.0145682	0.0340061	0.0551256	0.0720885	0.0823222	0.170192	0.318394	0.148974	0.060353	0.023892	0.0136022	0.00315052	2.4822e-05
3A	3000-3999	1950s	0	1.44185e-05	0.000447633	0.00297717	0.00935485	0.0193931	0.0312366	0.042713	0.11122	0.308703	0.221418	0.124069	0.0637132	0.0477854	0.0169539	0.000295329
3B	3000-3999	1950s	1.11111e-07	0.00016493	0.00316677	0.0145682	0.0340061	0.0551256	0.0720885	0.0823222	0.170192	0.318394	0.148974	0.060353	0.023892	0.0136022	0.00315052	0.000274749
3C	3000-3999	1950s	2.59259e-08	7.98481e-05	0.00182224	0.00943227	0.0241052	0.0420555	0.0585009	0.0704603	0.155865	0.32716	0.173919	0.0775949	0.0331782	0.0204706	0.00535622	9.91286e-05
4A	3000-3999	1950s	0	7.5037e-06	0.000259644	0.0018872	0.00638511	0.0140807	0.023902	0.0341995	0.0944372	0.290042	0.231104	0.140348	0.0769059	0.0618796	0.0245611	0.000762495
4B	3000-3999	1950s	6.66667e-08	0.000130415	0.00264093	0.01263	0.0303907	0.0504993	0.0674277	0.0783946	0.165803	0.322415	0.157514	0.0659259	0.0267845	0.0156652	0.00377851	1.83041e-05
4C	3000-3999	1950s	0	1.38185e-05	0.000431304	0.00288521	0.00911431	0.0189799	0.0306872	0.0420973	0.110066	0.307608	0.222218	0.125208	0.064591	0.0486865	0.0174145	5.92995e-05
5A	3000-3999	1950s	7.40741e-09	4.71333e-05	0.0011945	0.00670383	0.0182886	0.03368	0.0490469	0.0614608	0.143019	0.327292	0.191167	0.0916079	0.0414824	0.0271951	0.00781436	0.000836851
5B	3000-3999	1950s	6.66667e-08	0.000130415	0.00264093	0.01263	0.0303907	0.0504993	0.0674277	0.0783946	0.165803	0.322415	0.157514	0.0659259	0.0267845	0.0156652	0.00377851	8.73777e-05
6A	3000-3999	1950s	5.92593e-08	0.000120796	0.00249526	0.0120783	0.0293314	0.049108	0.0659922	0.0771543	0.164342	0.323442	0.160134	0.0677035	0.0277333	0.0163632	0.00400233	0.000204377
6B	3000-3999	1950s	4.07407e-08	0.000102819	0.00220601	0.0109657	0.0271753	0.0462471	0.0630012	0.0745259	0.161122	0.325251	0.16564	0.0715468	0.0298128	0.0179055	0.00449767	2.25041e-05
7A	3000-3999	1950s	5.92593e-08	0.000120796	0.00249526	0.0120783	0.0293314	0.049108	0.0659922	0.0771543	0.164342	0.323442	0.160134	0.0677035	0.0277333	0.0163632	0.00400233	2.72031e-05
7AK	3000-3999	1950s	5e-08	0.000111807	0.00235063	0.011522	0.0282533	0.0476775	0.0644967	0.0758401	0.162732	0.324346	0.162887	0.0696252	0.028773	0.0171343	0.00425	1.62198e-06
7B	3000-3999	1950s	4.07407e-08	0.000102819	0.00220601	0.0109657	0.0271753	0.0462471	0.0630012	0.0745259	0.161122	0.325251	0.16564	0.0715468	0.0298128	0.0179055	0.00449767	1.35962e-06
8AK	3000-3999	1950s	5e-08	0.000111807	0.00235063	0.011522	0.0282533	0.0476775	0.0644967	0.0758401	0.162732	0.324346	0.162887	0.0696252	0.028773	0.0171343	0.00425	6.99679e-07
1A	4000+	1950s	3.70556e-05	0.00405384	0.0300071	0.0753996	0.112943	0.128703	0.125423	0.111176	0.167429	0.183485	0.0455173	0.0114102	0.00307791	0.00118534	0.000154111	3.21917e-05
